model,condition,pair_id,cell_id,pilot_cell_id,state_role,decl_order,body_order,dep_var,alt_var,useState_form_var,const_form_var,reactive_var,stable_var,role_dep_useState_form,pos_dep_first,decl_dep_first,reactive_body_pos,useState_form_body_pos,prefix,n_tokens,dep_id,alt_id,useState_form_id,const_form_id,close_id,logit_dep,logit_alt,logit_useState_form,logit_const_form,logit_reactive,logit_stable,logit_close,D,LD_stateform,LD_reactive,LD_stateform_direct,LD_stateform_vs_close,LD_constform_vs_close,close_error
llama3.2-1b,subscribe,pair_19,pair_19_subscribe_c6,pair_19_c6,alt_reactive,reactive_first,alt_first,tag,len,len,tag,len,tag,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [len, setLen] = useState(0);
  const tag = 0;

  subscribe(() => {
    fetch(`/api?x=${len}&y=${tag}`);
  }, [",57,4681,2963,2963,4681,60,22.25,25.25,25.25,22.25,25.25,22.25,11.875,-3.0,3.0,3.0,3.0,13.375,10.375,
llama3.2-1b,subscribe,pair_19,pair_19_subscribe_c7,pair_19_c7,alt_reactive,stable_first,dep_first,tag,len,len,tag,len,tag,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const tag = 0;
  const [len, setLen] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${tag}&y=${len}`);
  }, [",57,4681,2963,2963,4681,60,24.875,24.0,24.0,24.875,24.0,24.875,12.0,0.875,-0.875,-0.875,-0.875,12.0,12.875,
llama3.2-1b,subscribe,pair_19,pair_19_subscribe_c8,pair_19_c8,alt_reactive,stable_first,alt_first,tag,len,len,tag,len,tag,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const tag = 0;
  const [len, setLen] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${len}&y=${tag}`);
  }, [",57,4681,2963,2963,4681,60,23.75,25.125,25.125,23.75,25.125,23.75,12.1875,-1.375,1.375,1.375,1.375,12.9375,11.5625,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c1,pair_20_c1,dep_reactive,reactive_first,dep_first,title,val,title,val,title,val,True,True,True,first,first,"function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",45,2150,838,2150,838,60,26.25,23.5,26.25,23.5,26.25,23.5,12.9375,2.75,2.75,2.75,2.75,13.3125,10.5625,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c2,pair_20_c2,dep_reactive,reactive_first,alt_first,title,val,title,val,title,val,True,False,True,second,second,"function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",45,2150,838,2150,838,60,25.375,25.625,25.375,25.625,25.375,25.625,13.1875,-0.25,-0.25,-0.25,-0.25,12.1875,12.4375,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c3,pair_20_c3,dep_reactive,stable_first,dep_first,title,val,title,val,title,val,True,True,False,first,first,"function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",45,2150,838,2150,838,60,26.125,24.5,26.125,24.5,26.125,24.5,12.9375,1.625,1.625,1.625,1.625,13.1875,11.5625,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c4,pair_20_c4,dep_reactive,stable_first,alt_first,title,val,title,val,title,val,True,False,False,second,second,"function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",45,2150,838,2150,838,60,24.875,26.0,24.875,26.0,24.875,26.0,13.3125,-1.125,-1.125,-1.125,-1.125,11.5625,12.6875,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c5,pair_20_c5,alt_reactive,reactive_first,dep_first,title,val,val,title,val,title,False,True,False,second,second,"function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  useEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",46,2150,838,838,2150,60,25.375,26.0,26.0,25.375,26.0,25.375,13.5625,-0.625,0.625,0.625,0.625,12.4375,11.8125,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c6,pair_20_c6,alt_reactive,reactive_first,alt_first,title,val,val,title,val,title,False,False,False,first,first,"function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  useEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",46,2150,838,838,2150,60,23.125,26.875,26.875,23.125,26.875,23.125,13.8125,-3.75,3.75,3.75,3.75,13.0625,9.3125,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c7,pair_20_c7,alt_reactive,stable_first,dep_first,title,val,val,title,val,title,False,True,True,second,second,"function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",46,2150,838,838,2150,60,26.0,25.75,25.75,26.0,25.75,26.0,13.5625,0.25,-0.25,-0.25,-0.25,12.1875,12.4375,
llama3.2-1b,useEffect,pair_20,pair_20_useEffect_c8,pair_20_c8,alt_reactive,stable_first,alt_first,title,val,val,title,val,title,False,False,True,first,first,"function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",46,2150,838,838,2150,60,24.875,26.875,26.875,24.875,26.875,24.875,13.75,-2.0,2.0,2.0,2.0,13.125,11.125,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c1,pair_20_c1,dep_reactive,reactive_first,dep_first,title,val,title,val,title,val,True,True,True,first,first,"function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",47,2150,838,2150,838,60,25.875,23.625,25.875,23.625,25.875,23.625,13.3125,2.25,2.25,2.25,2.25,12.5625,10.3125,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c2,pair_20_c2,dep_reactive,reactive_first,alt_first,title,val,title,val,title,val,True,False,True,second,second,"function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",47,2150,838,2150,838,60,25.25,25.5,25.25,25.5,25.25,25.5,13.4375,-0.25,-0.25,-0.25,-0.25,11.8125,12.0625,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c3,pair_20_c3,dep_reactive,stable_first,dep_first,title,val,title,val,title,val,True,True,False,first,first,"function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",47,2150,838,2150,838,60,25.875,24.375,25.875,24.375,25.875,24.375,13.25,1.5,1.5,1.5,1.5,12.625,11.125,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c4,pair_20_c4,dep_reactive,stable_first,alt_first,title,val,title,val,title,val,True,False,False,second,second,"function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",47,2150,838,2150,838,60,24.75,25.875,24.75,25.875,24.75,25.875,13.5,-1.125,-1.125,-1.125,-1.125,11.25,12.375,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c5,pair_20_c5,alt_reactive,reactive_first,dep_first,title,val,val,title,val,title,False,True,False,second,second,"function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",48,2150,838,838,2150,60,25.25,25.875,25.875,25.25,25.875,25.25,14.0625,-0.625,0.625,0.625,0.625,11.8125,11.1875,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c6,pair_20_c6,alt_reactive,reactive_first,alt_first,title,val,val,title,val,title,False,False,False,first,first,"function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",48,2150,838,838,2150,60,23.125,26.75,26.75,23.125,26.75,23.125,14.1875,-3.625,3.625,3.625,3.625,12.5625,8.9375,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c7,pair_20_c7,alt_reactive,stable_first,dep_first,title,val,val,title,val,title,False,True,True,second,second,"function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",48,2150,838,838,2150,60,25.875,25.75,25.75,25.875,25.75,25.875,14.0,0.125,-0.125,-0.125,-0.125,11.75,11.875,
llama3.2-1b,useLayoutEffect,pair_20,pair_20_useLayoutEffect_c8,pair_20_c8,alt_reactive,stable_first,alt_first,title,val,val,title,val,title,False,False,True,first,first,"function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",48,2150,838,838,2150,60,24.875,26.75,26.75,24.875,26.75,24.875,14.0625,-1.875,1.875,1.875,1.875,12.6875,10.8125,
llama3.2-1b,alias,pair_20,pair_20_alias_c1,pair_20_c1,dep_reactive,reactive_first,dep_first,title,val,title,val,title,val,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",52,2150,838,2150,838,60,25.625,23.25,25.625,23.25,25.625,23.25,12.8125,2.375,2.375,2.375,2.375,12.8125,10.4375,
llama3.2-1b,alias,pair_20,pair_20_alias_c2,pair_20_c2,dep_reactive,reactive_first,alt_first,title,val,title,val,title,val,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",52,2150,838,2150,838,60,25.125,25.375,25.125,25.375,25.125,25.375,13.125,-0.25,-0.25,-0.25,-0.25,12.0,12.25,
llama3.2-1b,alias,pair_20,pair_20_alias_c3,pair_20_c3,dep_reactive,stable_first,dep_first,title,val,title,val,title,val,True,True,False,first,first,"const myEffect = useEffect;

function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",52,2150,838,2150,838,60,26.125,24.625,26.125,24.625,26.125,24.625,12.875,1.5,1.5,1.5,1.5,13.25,11.75,
llama3.2-1b,alias,pair_20,pair_20_alias_c4,pair_20_c4,dep_reactive,stable_first,alt_first,title,val,title,val,title,val,True,False,False,second,second,"const myEffect = useEffect;

function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",52,2150,838,2150,838,60,24.375,26.125,24.375,26.125,24.375,26.125,13.0,-1.75,-1.75,-1.75,-1.75,11.375,13.125,
llama3.2-1b,alias,pair_20,pair_20_alias_c5,pair_20_c5,alt_reactive,reactive_first,dep_first,title,val,val,title,val,title,False,True,False,second,second,"const myEffect = useEffect;

function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",53,2150,838,838,2150,60,24.875,25.375,25.375,24.875,25.375,24.875,13.5,-0.5,0.5,0.5,0.5,11.875,11.375,
llama3.2-1b,alias,pair_20,pair_20_alias_c6,pair_20_c6,alt_reactive,reactive_first,alt_first,title,val,val,title,val,title,False,False,False,first,first,"const myEffect = useEffect;

function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",53,2150,838,838,2150,60,22.5,26.125,26.125,22.5,26.125,22.5,13.3125,-3.625,3.625,3.625,3.625,12.8125,9.1875,
llama3.2-1b,alias,pair_20,pair_20_alias_c7,pair_20_c7,alt_reactive,stable_first,dep_first,title,val,val,title,val,title,False,True,True,second,second,"const myEffect = useEffect;

function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",53,2150,838,838,2150,60,25.75,25.0,25.0,25.75,25.0,25.75,13.5,0.75,-0.75,-0.75,-0.75,11.5,12.25,
llama3.2-1b,alias,pair_20,pair_20_alias_c8,pair_20_c8,alt_reactive,stable_first,alt_first,title,val,val,title,val,title,False,False,True,first,first,"const myEffect = useEffect;

function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",53,2150,838,838,2150,60,24.5,26.25,26.25,24.5,26.25,24.5,13.4375,-1.75,1.75,1.75,1.75,12.8125,11.0625,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c1,pair_20_c1,dep_reactive,reactive_first,dep_first,title,val,title,val,title,val,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",63,2150,838,2150,838,60,24.625,22.5,24.625,22.5,24.625,22.5,11.6875,2.125,2.125,2.125,2.125,12.9375,10.8125,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c2,pair_20_c2,dep_reactive,reactive_first,alt_first,title,val,title,val,title,val,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",63,2150,838,2150,838,60,24.125,24.625,24.125,24.625,24.125,24.625,11.9375,-0.5,-0.5,-0.5,-0.5,12.1875,12.6875,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c3,pair_20_c3,dep_reactive,stable_first,dep_first,title,val,title,val,title,val,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",63,2150,838,2150,838,60,25.0,23.75,25.0,23.75,25.0,23.75,11.9375,1.25,1.25,1.25,1.25,13.0625,11.8125,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c4,pair_20_c4,dep_reactive,stable_first,alt_first,title,val,title,val,title,val,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",63,2150,838,2150,838,60,23.625,25.625,23.625,25.625,23.625,25.625,12.1875,-2.0,-2.0,-2.0,-2.0,11.4375,13.4375,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c5,pair_20_c5,alt_reactive,reactive_first,dep_first,title,val,val,title,val,title,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",64,2150,838,838,2150,60,24.0,25.25,25.25,24.0,25.25,24.0,12.6875,-1.25,1.25,1.25,1.25,12.5625,11.3125,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c6,pair_20_c6,alt_reactive,reactive_first,alt_first,title,val,val,title,val,title,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",64,2150,838,838,2150,60,21.375,26.0,26.0,21.375,26.0,21.375,12.5625,-4.625,4.625,4.625,4.625,13.4375,8.8125,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c7,pair_20_c7,alt_reactive,stable_first,dep_first,title,val,val,title,val,title,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",64,2150,838,838,2150,60,25.125,25.25,25.25,25.125,25.25,25.125,12.75,-0.125,0.125,0.125,0.125,12.5,12.375,
llama3.2-1b,alias_ctrl,pair_20,pair_20_alias_ctrl_c8,pair_20_c8,alt_reactive,stable_first,alt_first,title,val,val,title,val,title,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",64,2150,838,838,2150,60,23.75,26.25,26.25,23.75,26.25,23.75,12.875,-2.5,2.5,2.5,2.5,13.375,10.875,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c1,pair_20_c1,dep_reactive,reactive_first,dep_first,title,val,title,val,title,val,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  subscribe(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",56,2150,838,2150,838,60,24.75,22.875,24.75,22.875,24.75,22.875,11.625,1.875,1.875,1.875,1.875,13.125,11.25,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c2,pair_20_c2,dep_reactive,reactive_first,alt_first,title,val,title,val,title,val,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [title, setTitle] = useState(0);
  const val = 0;

  subscribe(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",56,2150,838,2150,838,60,24.25,24.75,24.25,24.75,24.25,24.75,11.75,-0.5,-0.5,-0.5,-0.5,12.5,13.0,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c3,pair_20_c3,dep_reactive,stable_first,dep_first,title,val,title,val,title,val,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",56,2150,838,2150,838,60,25.25,24.0,25.25,24.0,25.25,24.0,11.875,1.25,1.25,1.25,1.25,13.375,12.125,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c4,pair_20_c4,dep_reactive,stable_first,alt_first,title,val,title,val,title,val,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const val = 0;
  const [title, setTitle] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",56,2150,838,2150,838,60,23.75,25.875,23.75,25.875,23.75,25.875,12.125,-2.125,-2.125,-2.125,-2.125,11.625,13.75,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c5,pair_20_c5,alt_reactive,reactive_first,dep_first,title,val,val,title,val,title,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  subscribe(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",57,2150,838,838,2150,60,23.875,25.5,25.5,23.875,25.5,23.875,12.5625,-1.625,1.625,1.625,1.625,12.9375,11.3125,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c6,pair_20_c6,alt_reactive,reactive_first,alt_first,title,val,val,title,val,title,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [val, setVal] = useState(0);
  const title = 0;

  subscribe(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",57,2150,838,838,2150,60,21.125,26.125,26.125,21.125,26.125,21.125,12.375,-5.0,5.0,5.0,5.0,13.75,8.75,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c7,pair_20_c7,alt_reactive,stable_first,dep_first,title,val,val,title,val,title,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${title}&y=${val}`);
  }, [",57,2150,838,838,2150,60,24.875,25.5,25.5,24.875,25.5,24.875,12.625,-0.625,0.625,0.625,0.625,12.875,12.25,
llama3.2-1b,subscribe,pair_20,pair_20_subscribe_c8,pair_20_c8,alt_reactive,stable_first,alt_first,title,val,val,title,val,title,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const title = 0;
  const [val, setVal] = useState(0);

  subscribe(() => {
    fetch(`/api?x=${val}&y=${title}`);
  }, [",57,2150,838,838,2150,60,23.75,26.375,26.375,23.75,26.375,23.75,12.6875,-2.625,2.625,2.625,2.625,13.6875,11.0625,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c1,pair_21_c1,dep_reactive,reactive_first,dep_first,color,max,color,max,color,max,True,True,True,first,first,"function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  useEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",45,3506,2880,3506,2880,60,26.25,21.5,26.25,21.5,26.25,21.5,11.25,4.75,4.75,4.75,4.75,15.0,10.25,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c2,pair_21_c2,dep_reactive,reactive_first,alt_first,color,max,color,max,color,max,True,False,True,second,second,"function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",45,3506,2880,3506,2880,60,25.875,23.75,25.875,23.75,25.875,23.75,11.4375,2.125,2.125,2.125,2.125,14.4375,12.3125,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c3,pair_21_c3,dep_reactive,stable_first,dep_first,color,max,color,max,color,max,True,True,False,first,first,"function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",45,3506,2880,3506,2880,60,25.875,22.25,25.875,22.25,25.875,22.25,11.5,3.625,3.625,3.625,3.625,14.375,10.75,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c4,pair_21_c4,dep_reactive,stable_first,alt_first,color,max,color,max,color,max,True,False,False,second,second,"function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",45,3506,2880,3506,2880,60,25.125,24.125,25.125,24.125,25.125,24.125,11.6875,1.0,1.0,1.0,1.0,13.4375,12.4375,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c5,pair_21_c5,alt_reactive,reactive_first,dep_first,color,max,max,color,max,color,False,True,False,second,second,"function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  useEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",46,3506,2880,2880,3506,60,25.625,24.5,24.5,25.625,24.5,25.625,12.625,1.125,-1.125,-1.125,-1.125,11.875,13.0,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c6,pair_21_c6,alt_reactive,reactive_first,alt_first,color,max,max,color,max,color,False,False,False,first,first,"function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",46,3506,2880,2880,3506,60,23.625,26.125,26.125,23.625,26.125,23.625,13.0,-2.5,2.5,2.5,2.5,13.125,10.625,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c7,pair_21_c7,alt_reactive,stable_first,dep_first,color,max,max,color,max,color,False,True,True,second,second,"function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",46,3506,2880,2880,3506,60,25.75,24.125,24.125,25.75,24.125,25.75,12.5625,1.625,-1.625,-1.625,-1.625,11.5625,13.1875,
llama3.2-1b,useEffect,pair_21,pair_21_useEffect_c8,pair_21_c8,alt_reactive,stable_first,alt_first,color,max,max,color,max,color,False,False,True,first,first,"function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",46,3506,2880,2880,3506,60,24.875,26.0,26.0,24.875,26.0,24.875,12.9375,-1.125,1.125,1.125,1.125,13.0625,11.9375,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c1,pair_21_c1,dep_reactive,reactive_first,dep_first,color,max,color,max,color,max,True,True,True,first,first,"function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  useLayoutEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",47,3506,2880,3506,2880,60,26.0,21.625,26.0,21.625,26.0,21.625,11.625,4.375,4.375,4.375,4.375,14.375,10.0,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c2,pair_21_c2,dep_reactive,reactive_first,alt_first,color,max,color,max,color,max,True,False,True,second,second,"function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",47,3506,2880,3506,2880,60,25.75,23.625,25.75,23.625,25.75,23.625,11.75,2.125,2.125,2.125,2.125,14.0,11.875,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c3,pair_21_c3,dep_reactive,stable_first,dep_first,color,max,color,max,color,max,True,True,False,first,first,"function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  useLayoutEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",47,3506,2880,3506,2880,60,25.625,22.375,25.625,22.375,25.625,22.375,11.75,3.25,3.25,3.25,3.25,13.875,10.625,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c4,pair_21_c4,dep_reactive,stable_first,alt_first,color,max,color,max,color,max,True,False,False,second,second,"function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",47,3506,2880,3506,2880,60,25.0,24.125,25.0,24.125,25.0,24.125,12.0,0.875,0.875,0.875,0.875,13.0,12.125,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c5,pair_21_c5,alt_reactive,reactive_first,dep_first,color,max,max,color,max,color,False,True,False,second,second,"function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  useLayoutEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",48,3506,2880,2880,3506,60,25.5,24.375,24.375,25.5,24.375,25.5,12.875,1.125,-1.125,-1.125,-1.125,11.5,12.625,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c6,pair_21_c6,alt_reactive,reactive_first,alt_first,color,max,max,color,max,color,False,False,False,first,first,"function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",48,3506,2880,2880,3506,60,23.75,25.875,25.875,23.75,25.875,23.75,13.375,-2.125,2.125,2.125,2.125,12.5,10.375,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c7,pair_21_c7,alt_reactive,stable_first,dep_first,color,max,max,color,max,color,False,True,True,second,second,"function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  useLayoutEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",48,3506,2880,2880,3506,60,25.625,24.125,24.125,25.625,24.125,25.625,12.875,1.5,-1.5,-1.5,-1.5,11.25,12.75,
llama3.2-1b,useLayoutEffect,pair_21,pair_21_useLayoutEffect_c8,pair_21_c8,alt_reactive,stable_first,alt_first,color,max,max,color,max,color,False,False,True,first,first,"function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",48,3506,2880,2880,3506,60,24.75,25.875,25.875,24.75,25.875,24.75,13.25,-1.125,1.125,1.125,1.125,12.625,11.5,
