model,pair_id,cell_id,state_role,decl_order,body_order,reactive_var,stable_var,reactive_body_pos,prefix,n_tokens,reactive_id,stable_id,close_id,logit_reactive,logit_stable,logit_close,LD_reactive,LD_reactive_vs_close,LD_stable_vs_close,close_error
llama3.2-1b,pair_23,pair_23_c3,dep_reactive,stable_first,dep_first,text,min,first,"function Component() {
  const min = 0;
  const [text, setText] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${text}&y=${min}`);
  }, [",45,1342,1083,60,25.953144073486328,23.054553985595703,12.068437576293945,2.898590087890625,13.884706497192383,10.986116409301758,
llama3.2-1b,pair_23,pair_23_c4,dep_reactive,stable_first,alt_first,text,min,second,"function Component() {
  const min = 0;
  const [text, setText] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${text}`);
  }, [",45,1342,1083,60,25.141645431518555,24.46437644958496,12.092082023620605,0.6772689819335938,13.04956340789795,12.372294425964355,
llama3.2-1b,pair_23,pair_23_c5,alt_reactive,reactive_first,dep_first,min,text,second,"function Component() {
  const [min, setMin] = useState(0);
  const text = 0;

  useEffect(() => {
    fetch(`/api?x=${text}&y=${min}`);
  }, [",46,1083,1342,60,24.955902099609375,25.48232078552246,13.065340995788574,-0.5264186859130859,11.8905611038208,12.416979789733887,
llama3.2-1b,pair_23,pair_23_c6,alt_reactive,reactive_first,alt_first,min,text,first,"function Component() {
  const [min, setMin] = useState(0);
  const text = 0;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${text}`);
  }, [",46,1083,1342,60,26.271657943725586,23.749008178710938,13.398499488830566,2.5226497650146484,12.87315845489502,10.350508689880371,
llama3.2-1b,pair_23,pair_23_c7,alt_reactive,stable_first,dep_first,min,text,second,"function Component() {
  const text = 0;
  const [min, setMin] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${text}&y=${min}`);
  }, [",46,1083,1342,60,24.182607650756836,25.82650375366211,12.835792541503906,-1.6438961029052734,11.34681510925293,12.990711212158203,
llama3.2-1b,pair_23,pair_23_c8,alt_reactive,stable_first,alt_first,min,text,first,"function Component() {
  const text = 0;
  const [min, setMin] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${text}`);
  }, [",46,1083,1342,60,26.218698501586914,24.880861282348633,13.338479995727539,1.3378372192382812,12.880218505859375,11.542381286621094,
llama3.2-1b,pair_24,pair_24_c1,dep_reactive,reactive_first,dep_first,id,cap,first,"function Component() {
  const [id, setId] = useState(0);
  const cap = 0;

  useEffect(() => {
    fetch(`/api?x=${id}&y=${cap}`);
  }, [",45,307,11600,60,25.357446670532227,22.04221534729004,12.096692085266113,3.3152313232421875,13.260754585266113,9.945523262023926,
llama3.2-1b,pair_24,pair_24_c2,dep_reactive,reactive_first,alt_first,id,cap,second,"function Component() {
  const [id, setId] = useState(0);
  const cap = 0;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${id}`);
  }, [",45,307,11600,60,25.072322845458984,23.97844696044922,12.218017578125,1.0938758850097656,12.854305267333984,11.760429382324219,
llama3.2-1b,pair_24,pair_24_c3,dep_reactive,stable_first,dep_first,id,cap,first,"function Component() {
  const cap = 0;
  const [id, setId] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${id}&y=${cap}`);
  }, [",45,307,11600,60,25.253921508789062,22.54359245300293,12.078445434570312,2.710329055786133,13.17547607421875,10.465147018432617,
llama3.2-1b,pair_24,pair_24_c4,dep_reactive,stable_first,alt_first,id,cap,second,"function Component() {
  const cap = 0;
  const [id, setId] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${id}`);
  }, [",45,307,11600,60,24.500112533569336,24.020870208740234,12.202766418457031,0.47924232482910156,12.297346115112305,11.818103790283203,
llama3.2-1b,pair_24,pair_24_c5,alt_reactive,reactive_first,dep_first,cap,id,second,"function Component() {
  const [cap, setCap] = useState(0);
  const id = 0;

  useEffect(() => {
    fetch(`/api?x=${id}&y=${cap}`);
  }, [",46,11600,307,60,26.07794189453125,25.842674255371094,12.454872131347656,0.23526763916015625,13.623069763183594,13.387802124023438,
llama3.2-1b,pair_24,pair_24_c6,alt_reactive,reactive_first,alt_first,cap,id,first,"function Component() {
  const [cap, setCap] = useState(0);
  const id = 0;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${id}`);
  }, [",46,11600,307,60,26.588045120239258,24.613208770751953,12.271604537963867,1.9748363494873047,14.31644058227539,12.341604232788086,
llama3.2-1b,pair_24,pair_24_c7,alt_reactive,stable_first,dep_first,cap,id,second,"function Component() {
  const id = 0;
  const [cap, setCap] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${id}&y=${cap}`);
  }, [",46,11600,307,60,25.752887725830078,25.89440155029297,12.458840370178223,-0.14151382446289062,13.294047355651855,13.435561180114746,
llama3.2-1b,pair_24,pair_24_c8,alt_reactive,stable_first,alt_first,cap,id,first,"function Component() {
  const id = 0;
  const [cap, setCap] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${id}`);
  }, [",46,11600,307,60,26.503616333007812,25.218963623046875,12.633325576782227,1.2846527099609375,13.870290756225586,12.585638046264648,
llama3.2-1b,pair_25,pair_25_c1,dep_reactive,reactive_first,dep_first,key,len,first,"function Component() {
  const [key, setKey] = useState(1);
  const len = 1;

  useEffect(() => {
    fetch(`/api?x=${key}&y=${len}`);
  }, [",46,798,2963,60,26.53889274597168,24.057966232299805,12.115994453430176,2.480926513671875,14.422898292541504,11.941971778869629,
llama3.2-1b,pair_25,pair_25_c2,dep_reactive,reactive_first,alt_first,key,len,second,"function Component() {
  const [key, setKey] = useState(1);
  const len = 1;

  useEffect(() => {
    fetch(`/api?x=${len}&y=${key}`);
  }, [",46,798,2963,60,25.876140594482422,25.667531967163086,12.278696060180664,0.20860862731933594,13.597444534301758,13.388835906982422,
llama3.2-1b,pair_25,pair_25_c3,dep_reactive,stable_first,dep_first,key,len,first,"function Component() {
  const len = 1;
  const [key, setKey] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${key}&y=${len}`);
  }, [",46,798,2963,60,26.49534797668457,24.336503982543945,12.32242488861084,2.158843994140625,14.17292308807373,12.014079093933105,
llama3.2-1b,pair_25,pair_25_c4,dep_reactive,stable_first,alt_first,key,len,second,"function Component() {
  const len = 1;
  const [key, setKey] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${len}&y=${key}`);
  }, [",46,798,2963,60,25.80099868774414,25.454404830932617,12.404411315917969,0.34659385681152344,13.396587371826172,13.049993515014648,
llama3.2-1b,pair_25,pair_25_c5,alt_reactive,reactive_first,dep_first,len,key,second,"function Component() {
  const [len, setLen] = useState(1);
  const key = 1;

  useEffect(() => {
    fetch(`/api?x=${key}&y=${len}`);
  }, [",46,2963,798,60,25.84096336364746,25.251035690307617,12.292616844177246,0.5899276733398438,13.548346519470215,12.958418846130371,
llama3.2-1b,pair_25,pair_25_c6,alt_reactive,reactive_first,alt_first,len,key,first,"function Component() {
  const [len, setLen] = useState(1);
  const key = 1;

  useEffect(() => {
    fetch(`/api?x=${len}&y=${key}`);
  }, [",46,2963,798,60,26.468090057373047,23.670318603515625,12.446877479553223,2.797771453857422,14.021212577819824,11.223441123962402,
llama3.2-1b,pair_25,pair_25_c7,alt_reactive,stable_first,dep_first,len,key,second,"function Component() {
  const key = 1;
  const [len, setLen] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${key}&y=${len}`);
  }, [",46,2963,798,60,25.21690559387207,25.685195922851562,12.27132511138916,-0.4682903289794922,12.94558048248291,13.413870811462402,
llama3.2-1b,pair_25,pair_25_c8,alt_reactive,stable_first,alt_first,len,key,first,"function Component() {
  const key = 1;
  const [len, setLen] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${len}&y=${key}`);
  }, [",46,2963,798,60,26.0941162109375,24.72198486328125,12.522908210754395,1.37213134765625,13.571208000183105,12.199076652526855,
llama3.2-1b,pair_26,pair_26_c1,dep_reactive,reactive_first,dep_first,name,val,first,"function Component() {
  const [name, setName] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${name}&y=${val}`);
  }, [",45,609,838,60,25.846725463867188,23.7503604888916,12.944283485412598,2.096364974975586,12.90244197845459,10.806077003479004,
llama3.2-1b,pair_26,pair_26_c2,dep_reactive,reactive_first,alt_first,name,val,second,"function Component() {
  const [name, setName] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${val}&y=${name}`);
  }, [",45,609,838,60,25.3707218170166,25.7464599609375,13.306509017944336,-0.37573814392089844,12.064212799072266,12.439950942993164,
llama3.2-1b,pair_26,pair_26_c3,dep_reactive,stable_first,dep_first,name,val,first,"function Component() {
  const val = 0;
  const [name, setName] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${name}&y=${val}`);
  }, [",45,609,838,60,25.95597267150879,24.637020111083984,13.039501190185547,1.3189525604248047,12.916471481323242,11.597518920898438,
llama3.2-1b,pair_26,pair_26_c4,dep_reactive,stable_first,alt_first,name,val,second,"function Component() {
  const val = 0;
  const [name, setName] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${val}&y=${name}`);
  }, [",45,609,838,60,25.00110626220703,26.237653732299805,13.398300170898438,-1.2365474700927734,11.602806091308594,12.839353561401367,
llama3.2-1b,pair_26,pair_26_c5,alt_reactive,reactive_first,dep_first,val,name,second,"function Component() {
  const [val, setVal] = useState(0);
  const name = 0;

  useEffect(() => {
    fetch(`/api?x=${name}&y=${val}`);
  }, [",46,838,609,60,26.16330337524414,25.577116012573242,13.596526145935059,0.5861873626708984,12.566777229309082,11.980589866638184,
llama3.2-1b,pair_26,pair_26_c6,alt_reactive,reactive_first,alt_first,val,name,first,"function Component() {
  const [val, setVal] = useState(0);
  const name = 0;

  useEffect(() => {
    fetch(`/api?x=${val}&y=${name}`);
  }, [",46,838,609,60,26.864103317260742,23.60744285583496,13.778372764587402,3.2566604614257812,13.08573055267334,9.829070091247559,
llama3.2-1b,pair_26,pair_26_c7,alt_reactive,stable_first,dep_first,val,name,second,"function Component() {
  const name = 0;
  const [val, setVal] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${name}&y=${val}`);
  }, [",46,838,609,60,25.75274085998535,25.95142364501953,13.402701377868652,-0.1986827850341797,12.3500394821167,12.548722267150879,
llama3.2-1b,pair_26,pair_26_c8,alt_reactive,stable_first,alt_first,val,name,first,"function Component() {
  const name = 0;
  const [val, setVal] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${val}&y=${name}`);
  }, [",46,838,609,60,26.784944534301758,25.17453384399414,13.67663288116455,1.6104106903076172,13.108311653137207,11.49790096282959,
llama3.2-1b,pair_27,pair_27_c1,dep_reactive,reactive_first,dep_first,count,max,first,"function Component() {
  const [count, setCount] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${count}&y=${max}`);
  }, [",46,1868,2880,60,27.64389991760254,24.053316116333008,12.144769668579102,3.5905838012695312,15.499130249023438,11.908546447753906,
llama3.2-1b,pair_27,pair_27_c2,dep_reactive,reactive_first,alt_first,count,max,second,"function Component() {
  const [count, setCount] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${count}`);
  }, [",46,1868,2880,60,27.36772346496582,25.73617172241211,12.644051551818848,1.631551742553711,14.723671913146973,13.092120170593262,
llama3.2-1b,pair_27,pair_27_c3,dep_reactive,stable_first,dep_first,count,max,first,"function Component() {
  const max = 0;
  const [count, setCount] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${count}&y=${max}`);
  }, [",46,1868,2880,60,27.764741897583008,24.119802474975586,12.385472297668457,3.644939422607422,15.37926959991455,11.734330177307129,
llama3.2-1b,pair_27,pair_27_c4,dep_reactive,stable_first,alt_first,count,max,second,"function Component() {
  const max = 0;
  const [count, setCount] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${count}`);
  }, [",46,1868,2880,60,27.163084030151367,25.929162979125977,12.824352264404297,1.2339210510253906,14.33873176574707,13.10481071472168,
llama3.2-1b,pair_27,pair_27_c5,alt_reactive,reactive_first,dep_first,max,count,second,"function Component() {
  const [max, setMax] = useState(0);
  const count = 0;

  useEffect(() => {
    fetch(`/api?x=${count}&y=${max}`);
  }, [",46,2880,1868,60,25.171350479125977,26.72403907775879,12.322906494140625,-1.5526885986328125,12.848443984985352,14.401132583618164,
llama3.2-1b,pair_27,pair_27_c6,alt_reactive,reactive_first,alt_first,max,count,first,"function Component() {
  const [max, setMax] = useState(0);
  const count = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${count}`);
  }, [",46,2880,1868,60,26.539257049560547,25.302824020385742,12.89559268951416,1.2364330291748047,13.643664360046387,12.407231330871582,
llama3.2-1b,pair_27,pair_27_c7,alt_reactive,stable_first,dep_first,max,count,second,"function Component() {
  const count = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${count}&y=${max}`);
  }, [",46,2880,1868,60,24.772846221923828,26.81843376159668,12.316764831542969,-2.0455875396728516,12.45608139038086,14.501668930053711,
llama3.2-1b,pair_27,pair_27_c8,alt_reactive,stable_first,alt_first,max,count,first,"function Component() {
  const count = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${count}`);
  }, [",46,2880,1868,60,26.41483497619629,26.157976150512695,12.908334732055664,0.25685882568359375,13.506500244140625,13.249641418457031,
llama3.2-1b,pair_28,pair_28_c1,dep_reactive,reactive_first,dep_first,mode,num,first,"function Component() {
  const [mode, setMode] = useState(false);
  const num = false;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${num}`);
  }, [",44,8684,2470,60,27.132064819335938,24.37888526916504,12.949580192565918,2.7531795501708984,14.18248462677002,11.429305076599121,
llama3.2-1b,pair_28,pair_28_c2,dep_reactive,reactive_first,alt_first,mode,num,second,"function Component() {
  const [mode, setMode] = useState(false);
  const num = false;

  useEffect(() => {
    fetch(`/api?x=${num}&y=${mode}`);
  }, [",44,8684,2470,60,26.337848663330078,26.11431884765625,13.187464714050293,0.22352981567382812,13.150383949279785,12.926854133605957,
llama3.2-1b,pair_28,pair_28_c3,dep_reactive,stable_first,dep_first,mode,num,first,"function Component() {
  const num = false;
  const [mode, setMode] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${num}`);
  }, [",44,8684,2470,60,27.070663452148438,25.691497802734375,13.242807388305664,1.3791656494140625,13.827856063842773,12.448690414428711,
llama3.2-1b,pair_28,pair_28_c4,dep_reactive,stable_first,alt_first,mode,num,second,"function Component() {
  const num = false;
  const [mode, setMode] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${num}&y=${mode}`);
  }, [",44,8684,2470,60,25.797622680664062,26.59515380859375,13.302252769470215,-0.7975311279296875,12.495369911193848,13.292901039123535,
llama3.2-1b,pair_28,pair_28_c5,alt_reactive,reactive_first,dep_first,num,mode,second,"function Component() {
  const [num, setNum] = useState(false);
  const mode = false;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${num}`);
  }, [",44,2470,8684,60,26.565488815307617,26.17982292175293,13.123499870300293,0.3856658935546875,13.441988945007324,13.056323051452637,
llama3.2-1b,pair_28,pair_28_c6,alt_reactive,reactive_first,alt_first,num,mode,first,"function Component() {
  const [num, setNum] = useState(false);
  const mode = false;

  useEffect(() => {
    fetch(`/api?x=${num}&y=${mode}`);
  }, [",44,2470,8684,60,27.08055877685547,24.574230194091797,13.243257522583008,2.506328582763672,13.837301254272461,11.330972671508789,
llama3.2-1b,pair_28,pair_28_c7,alt_reactive,stable_first,dep_first,num,mode,second,"function Component() {
  const mode = false;
  const [num, setNum] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${num}`);
  }, [",44,2470,8684,60,25.965702056884766,26.709373474121094,13.267685890197754,-0.7436714172363281,12.698016166687012,13.44168758392334,
llama3.2-1b,pair_28,pair_28_c8,alt_reactive,stable_first,alt_first,num,mode,first,"function Component() {
  const mode = false;
  const [num, setNum] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${num}&y=${mode}`);
  }, [",44,2470,8684,60,26.92449951171875,25.36701011657715,13.470419883728027,1.5574893951416016,13.454079627990723,11.896590232849121,
llama3.2-1b,pair_29,pair_29_c1,dep_reactive,reactive_first,dep_first,flag,base,first,"function Component() {
  const [flag, setFlag] = useState(true);
  const base = true;

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${base}`);
  }, [",44,10104,3231,60,27.105377197265625,24.133068084716797,12.350385665893555,2.972309112548828,14.75499153137207,11.782682418823242,
llama3.2-1b,pair_29,pair_29_c2,dep_reactive,reactive_first,alt_first,flag,base,second,"function Component() {
  const [flag, setFlag] = useState(true);
  const base = true;

  useEffect(() => {
    fetch(`/api?x=${base}&y=${flag}`);
  }, [",44,10104,3231,60,26.436616897583008,25.74887466430664,12.492151260375977,0.6877422332763672,13.944465637207031,13.256723403930664,
llama3.2-1b,pair_29,pair_29_c3,dep_reactive,stable_first,dep_first,flag,base,first,"function Component() {
  const base = true;
  const [flag, setFlag] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${base}`);
  }, [",44,10104,3231,60,26.979244232177734,24.883665084838867,12.409220695495605,2.095579147338867,14.570023536682129,12.474444389343262,
llama3.2-1b,pair_29,pair_29_c4,dep_reactive,stable_first,alt_first,flag,base,second,"function Component() {
  const base = true;
  const [flag, setFlag] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${base}&y=${flag}`);
  }, [",44,10104,3231,60,26.182750701904297,25.97890853881836,12.438255310058594,0.2038421630859375,13.744495391845703,13.540653228759766,
llama3.2-1b,pair_29,pair_29_c5,alt_reactive,reactive_first,dep_first,base,flag,second,"function Component() {
  const [base, setBase] = useState(true);
  const flag = true;

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${base}`);
  }, [",44,3231,10104,60,25.97579574584961,26.437467575073242,12.508785247802734,-0.4616718292236328,13.467010498046875,13.928682327270508,
llama3.2-1b,pair_29,pair_29_c6,alt_reactive,reactive_first,alt_first,base,flag,first,"function Component() {
  const [base, setBase] = useState(true);
  const flag = true;

  useEffect(() => {
    fetch(`/api?x=${base}&y=${flag}`);
  }, [",44,3231,10104,60,26.86529541015625,24.93597984313965,12.6272611618042,1.9293155670166016,14.23803424835205,12.30871868133545,
llama3.2-1b,pair_29,pair_29_c7,alt_reactive,stable_first,dep_first,base,flag,second,"function Component() {
  const flag = true;
  const [base, setBase] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${base}`);
  }, [",44,3231,10104,60,25.484928131103516,26.72384262084961,12.590289115905762,-1.2389144897460938,12.894639015197754,14.133553504943848,
llama3.2-1b,pair_29,pair_29_c8,alt_reactive,stable_first,alt_first,base,flag,first,"function Component() {
  const flag = true;
  const [base, setBase] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${base}&y=${flag}`);
  }, [",44,3231,10104,60,26.676437377929688,25.49886131286621,12.750381469726562,1.1775760650634766,13.926055908203125,12.748479843139648,
llama3.2-1b,pair_30,pair_30_c1,dep_reactive,reactive_first,dep_first,status,ref,first,"function Component() {
  const [status, setStatus] = useState(false);
  const ref = false;

  useEffect(() => {
    fetch(`/api?x=${status}&y=${ref}`);
  }, [",43,2899,1116,60,26.869434356689453,23.969846725463867,12.677664756774902,2.899587631225586,14.19176959991455,11.292181968688965,
llama3.2-1b,pair_30,pair_30_c2,dep_reactive,reactive_first,alt_first,status,ref,second,"function Component() {
  const [status, setStatus] = useState(false);
  const ref = false;

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${status}`);
  }, [",43,2899,1116,60,26.393842697143555,25.708049774169922,12.91611099243164,0.6857929229736328,13.477731704711914,12.791938781738281,
llama3.2-1b,pair_30,pair_30_c3,dep_reactive,stable_first,dep_first,status,ref,first,"function Component() {
  const ref = false;
  const [status, setStatus] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${status}&y=${ref}`);
  }, [",43,2899,1116,60,26.983932495117188,25.005142211914062,12.889801979064941,1.978790283203125,14.094130516052246,12.115340232849121,
llama3.2-1b,pair_30,pair_30_c4,dep_reactive,stable_first,alt_first,status,ref,second,"function Component() {
  const ref = false;
  const [status, setStatus] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${status}`);
  }, [",43,2899,1116,60,25.82260513305664,26.379173278808594,13.255104064941406,-0.5565681457519531,12.567501068115234,13.124069213867188,
llama3.2-1b,pair_30,pair_30_c5,alt_reactive,reactive_first,dep_first,ref,status,second,"function Component() {
  const [ref, setRef] = useState(false);
  const status = false;

  useEffect(() => {
    fetch(`/api?x=${status}&y=${ref}`);
  }, [",44,1116,2899,60,26.401809692382812,26.89197540283203,12.989089965820312,-0.49016571044921875,13.4127197265625,13.902885437011719,
llama3.2-1b,pair_30,pair_30_c6,alt_reactive,reactive_first,alt_first,ref,status,first,"function Component() {
  const [ref, setRef] = useState(false);
  const status = false;

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${status}`);
  }, [",44,1116,2899,60,27.303565979003906,25.170604705810547,13.128658294677734,2.1329612731933594,14.174907684326172,12.041946411132812,
llama3.2-1b,pair_30,pair_30_c7,alt_reactive,stable_first,dep_first,ref,status,second,"function Component() {
  const status = false;
  const [ref, setRef] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${status}&y=${ref}`);
  }, [",44,1116,2899,60,25.644046783447266,27.154870986938477,12.825997352600098,-1.510824203491211,12.818049430847168,14.328873634338379,
llama3.2-1b,pair_30,pair_30_c8,alt_reactive,stable_first,alt_first,ref,status,first,"function Component() {
  const status = false;
  const [ref, setRef] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${status}`);
  }, [",44,1116,2899,60,27.273517608642578,25.942752838134766,13.19101619720459,1.3307647705078125,14.082501411437988,12.751736640930176,
llama3.2-1b,pair_31,pair_31_c1,dep_reactive,reactive_first,dep_first,text,cap,first,"function Component() {
  const [text, setText] = useState(0);
  const cap = 0;

  useEffect(() => {
    fetch(`/api?x=${text}&y=${cap}`);
  }, [",45,1342,11600,60,25.35284996032715,21.92675018310547,11.690675735473633,3.4260997772216797,13.662174224853516,10.236074447631836,
llama3.2-1b,pair_31,pair_31_c2,dep_reactive,reactive_first,alt_first,text,cap,second,"function Component() {
  const [text, setText] = useState(0);
  const cap = 0;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${text}`);
  }, [",45,1342,11600,60,24.66082191467285,24.58611488342285,11.762789726257324,0.07470703125,12.898032188415527,12.823325157165527,
llama3.2-1b,pair_31,pair_31_c3,dep_reactive,stable_first,dep_first,text,cap,first,"function Component() {
  const cap = 0;
  const [text, setText] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${text}&y=${cap}`);
  }, [",45,1342,11600,60,25.342845916748047,22.59942626953125,11.748902320861816,2.743419647216797,13.59394359588623,10.850523948669434,
llama3.2-1b,pair_31,pair_31_c4,dep_reactive,stable_first,alt_first,text,cap,second,"function Component() {
  const cap = 0;
  const [text, setText] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${text}`);
  }, [",45,1342,11600,60,24.15614891052246,24.7330379486084,11.87543773651123,-0.5768890380859375,12.28071117401123,12.857600212097168,
llama3.2-1b,pair_31,pair_31_c5,alt_reactive,reactive_first,dep_first,cap,text,second,"function Component() {
  const [cap, setCap] = useState(0);
  const text = 0;

  useEffect(() => {
    fetch(`/api?x=${text}&y=${cap}`);
  }, [",46,11600,1342,60,25.298213958740234,25.247753143310547,12.443602561950684,0.0504608154296875,12.85461139678955,12.804150581359863,
llama3.2-1b,pair_31,pair_31_c6,alt_reactive,reactive_first,alt_first,cap,text,first,"function Component() {
  const [cap, setCap] = useState(0);
  const text = 0;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${text}`);
  }, [",46,11600,1342,60,26.513927459716797,22.98957633972168,12.337697982788086,3.524351119995117,14.176229476928711,10.651878356933594,
llama3.2-1b,pair_31,pair_31_c7,alt_reactive,stable_first,dep_first,cap,text,second,"function Component() {
  const text = 0;
  const [cap, setCap] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${text}&y=${cap}`);
  }, [",46,11600,1342,60,23.843870162963867,25.754718780517578,12.343729972839355,-1.910848617553711,11.500140190124512,13.410988807678223,
llama3.2-1b,pair_31,pair_31_c8,alt_reactive,stable_first,alt_first,cap,text,first,"function Component() {
  const text = 0;
  const [cap, setCap] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${text}`);
  }, [",46,11600,1342,60,26.286449432373047,23.986709594726562,12.511435508728027,2.2997398376464844,13.77501392364502,11.475274085998535,
llama3.2-1b,pair_32,pair_32_c1,dep_reactive,reactive_first,dep_first,page,min,first,"function Component() {
  const [page, setPage] = useState(1);
  const min = 1;

  useEffect(() => {
    fetch(`/api?x=${page}&y=${min}`);
  }, [",45,2964,1083,60,26.417016983032227,23.692235946655273,12.222887992858887,2.724781036376953,14.19412899017334,11.469347953796387,
llama3.2-1b,pair_32,pair_32_c2,dep_reactive,reactive_first,alt_first,page,min,second,"function Component() {
  const [page, setPage] = useState(1);
  const min = 1;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${page}`);
  }, [",45,2964,1083,60,26.085939407348633,25.124042510986328,12.091137886047363,0.9618968963623047,13.99480152130127,13.032904624938965,
llama3.2-1b,pair_32,pair_32_c3,dep_reactive,stable_first,dep_first,page,min,first,"function Component() {
  const min = 1;
  const [page, setPage] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${page}&y=${min}`);
  }, [",45,2964,1083,60,26.538515090942383,23.539541244506836,12.244056701660156,2.998973846435547,14.294458389282227,11.29548454284668,
llama3.2-1b,pair_32,pair_32_c4,dep_reactive,stable_first,alt_first,page,min,second,"function Component() {
  const min = 1;
  const [page, setPage] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${page}`);
  }, [",45,2964,1083,60,26.12751007080078,24.890596389770508,12.126913070678711,1.2369136810302734,14.00059700012207,12.763683319091797,
llama3.2-1b,pair_32,pair_32_c5,alt_reactive,reactive_first,dep_first,min,page,second,"function Component() {
  const [min, setMin] = useState(1);
  const page = 1;

  useEffect(() => {
    fetch(`/api?x=${page}&y=${min}`);
  }, [",46,1083,2964,60,25.610363006591797,26.808547973632812,12.857145309448242,-1.1981849670410156,12.753217697143555,13.95140266418457,
llama3.2-1b,pair_32,pair_32_c6,alt_reactive,reactive_first,alt_first,min,page,first,"function Component() {
  const [min, setMin] = useState(1);
  const page = 1;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${page}`);
  }, [",46,1083,2964,60,26.666025161743164,25.741106033325195,12.923920631408691,0.9249191284179688,13.742104530334473,12.817185401916504,
llama3.2-1b,pair_32,pair_32_c7,alt_reactive,stable_first,dep_first,min,page,second,"function Component() {
  const page = 1;
  const [min, setMin] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${page}&y=${min}`);
  }, [",46,1083,2964,60,25.696414947509766,27.161945343017578,13.241325378417969,-1.4655303955078125,12.455089569091797,13.92061996459961,
llama3.2-1b,pair_32,pair_32_c8,alt_reactive,stable_first,alt_first,min,page,first,"function Component() {
  const page = 1;
  const [min, setMin] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${page}`);
  }, [",46,1083,2964,60,26.919036865234375,26.20097541809082,13.335283279418945,0.7180614471435547,13.58375358581543,12.865692138671875,
llama3.2-1b,pair_33,pair_33_c1,dep_reactive,reactive_first,dep_first,index,val,first,"function Component() {
  const [index, setIndex] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${index}&y=${val}`);
  }, [",46,1275,838,60,27.027734756469727,24.780670166015625,12.74755573272705,2.2470645904541016,14.280179023742676,12.033114433288574,
